directory,log_path,dataset,raw_config,canonical_config,seed,avg_acc1,task_count,expected_task_count,complete,eligible_method,source_priority,debug_priority,sha256,size_bytes,selected,exclusion_reason
exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1993,logs/exp_tiny_imagenet_100-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antSymmetricFull_sbsQ0.20S0.2,s1993,61.11,6,6,True,False,2,0,89fbe1978a64a16f5968eec696960d6aad469e2f099ee5ea5d4c86d1916b0025,5868,False,method_not_in_analysis
exp_tiny_imagenet_100-20_antB0_nceA1_antSymmetricFull_nceGlobal_s1993,logs/exp_tiny_imagenet_100-20_antB0_nceA1_antSymmetricFull_nceGlobal_s1993/exp_gistlog.log,tiny_imagenet_100-20,antB0_nceA1_antSymmetricFull_nceGlobal,antB0_nceA1_baselineInfoNCE,s1993,61.02,6,6,True,True,1,0,db561b9579a273a0864cbda514a15cdfa6aa5ad8a0210b8bf89b6da8e70f4185,5867,True,
exp_tiny_imagenet_100-20_antB0_nceA1_antSymmetricFull_nceGlobal_s1994,logs/exp_tiny_imagenet_100-20_antB0_nceA1_antSymmetricFull_nceGlobal_s1994/exp_gistlog.log,tiny_imagenet_100-20,antB0_nceA1_antSymmetricFull_nceGlobal,antB0_nceA1_baselineInfoNCE,s1994,61.23,6,6,True,True,1,0,4de1caa8b43d28348244893d6bcbf4d75d09d22277f1017a21aeb32a126f2376,5867,True,
exp_tiny_imagenet_100-20_antB0_nceA1_antSymmetricFull_nceGlobal_s1995,logs/exp_tiny_imagenet_100-20_antB0_nceA1_antSymmetricFull_nceGlobal_s1995/exp_gistlog.log,tiny_imagenet_100-20,antB0_nceA1_antSymmetricFull_nceGlobal,antB0_nceA1_baselineInfoNCE,s1995,61.71,6,6,True,True,1,0,13f9e21cf061a66354b3de4cf09caaa70107d4076033bb38f74f42780b06a8b5,5865,True,
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1994,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1994/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antGlobal_nceGlobal,antB0.5_nceA1_antM0.5_antGlobal,s1994,61.06,10,10,True,True,1,0,91f1edec2897b776875c6e17be8fef113618692525dc11124972f078fafc5665,10897,True,
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1995_v2,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1995_v2/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antGlobal_nceGlobal,antB0.5_nceA1_antM0.5_antGlobal,s1995,61.03,10,10,True,True,1,0,d9b01b0a0e17177aaf1e723c0c01b8fc38771b638be0adb0dee5f3b16c53892c,10900,True,
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1994,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1994/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1994,61.07,10,10,True,True,2,0,5c040fae33d0db0bcfc87601e330a08cc39795dcaeb86d4af30083ebad87b963,10896,False,lower_priority_equivalent_run
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1995,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1995/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1995,,0,10,False,True,2,0,aa675ac7b35a5b2fa964b774f29601fe17f6fd8940b87973a1db1ad2c058b467,13210,False,incomplete_or_unparseable
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1994,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1994/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceGlobal,antB0.5_nceA1_antM0.5_antLocal,s1994,60.95,10,10,True,True,1,0,72f075506ae889e609db59fc46ecd49d4da3fd53f4d74f42d52c0f2b5cd6b855,10893,True,
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1995,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1995/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceGlobal,antB0.5_nceA1_antM0.5_antLocal,s1995,,0,10,False,True,1,0,f6144209ca8bf4cde8d4feef2c8aa47aadc2a815c854bb5cf9ec3527057a8100,13210,False,incomplete_or_unparseable
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1993,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1993/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1993,61.45,10,10,True,True,2,0,45f2517f962609511562f10b95f66aa7dadd3fe9e4007f8fb7e3c1174af39305,10896,True,
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1994,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1994/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1994,61.38,10,10,True,True,2,0,5ec26231588f4b8a74f0f26fc53ec68367ce6d6e313bde0e73749d1ea8e82650,10894,True,
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1995,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1995/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1995,61.23,10,10,True,True,2,0,d0fe933d1749fbdc7f17049c3f90a60c5c0599098d72809129537d0f368d9468,10899,True,
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1993,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1993/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1993,61.58,10,10,True,True,2,0,d6e7d744c2a87f2cca5821600568caa26726a76a0e52d279c3eb587929d138e2,10900,True,
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1994,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1994/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1994,61.13,10,10,True,True,2,0,e1ba2306e203ae371c6dd544715b473f55a909ea8f6aacb5f968972c9579a31f,10895,True,
exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1995,logs/exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1995/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1995,60.5,10,10,True,True,2,0,07a1d3d10e4c4d846cbd62f60c592ad196eadd87a1543ce136f5bc6c3891b5ba,10899,True,
